Änderung am,Produktgruppe,Land/Marketplace,Phase,Feld,Datum,Mitarbeiter
2025-09-05 13:41:12,NA,au,2,BE am,2025-08-05,HI
2025-09-05 13:41:12,NA,au,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,au,1,Kontrolle,2025-08-26,SM
2025-09-05 13:41:12,NA,au,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,au,1,Kontrolle,2025-08-11,DM
2025-09-05 13:41:12,NA,au,2,BE am,2025-08-11,DM
2025-09-05 13:41:12,NA,au,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,au,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,au,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,au,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,au,1,Kontrolle,2025-08-11,DM
2025-09-05 13:41:12,NA,au,2,BE am,2025-08-11,DM
2025-09-05 13:41:12,NA,au,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,au,1,Kontrolle,2025-08-05,DM
2025-09-05 13:41:12,NA,au,2,BE am,2025-08-05,HI
2025-09-05 13:41:12,NA,au,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,ca,1,Kontrolle,2025-08-11,DM
2025-09-05 13:41:12,NA,ca,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,ca,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-11,DM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-11,DM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-11,DM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-08,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-11,DM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-08,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-12,DM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-08,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-12,DM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-12,DM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-08,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-12,DM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-08,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-11,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-12,DM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-11,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-12,DM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,1,Kontrolle,2025-08-11,DM
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-12,DM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-19,SM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-12,DM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,1,Kontrolle,2025-08-08,DM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-19,SM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,1,Kontrolle,2025-08-08,DM
2025-09-05 13:41:12,NA,com,2,BE am,2025-08-12,DM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,com,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-19,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-05,DM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-12,DM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-26,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-26,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-26,SM
2025-09-05 13:41:12,NF,it,4,C am,2025-08-25,EK
2025-09-05 13:41:12,NF,it,5,Reopen C2 am,2025-08-27,JHU
2025-09-05 13:41:12,NF,es,1,Kontrolle,2025-08-27,JHU
2025-09-05 13:41:12,NF,it,1,Kontrolle,2025-08-27,JHU
2025-09-05 13:41:12,NH,de,1,Kontrolle,2025-08-11,HI
2025-09-05 13:41:12,NH,de,2,BE am,2025-08-12,HI
2025-09-05 13:41:12,NH,de,3,K am,2025-08-18,HI
2025-09-05 13:41:12,NH,de,4,C am,2025-08-25,EK
2025-09-05 13:41:12,NH,de,5,Reopen C2 am,2025-08-27,JHU
2025-09-05 13:41:12,NA,es,1,Kontrolle,2025-08-27,LK
2025-09-05 13:41:12,NA,fr,1,Kontrolle,2025-08-27,LK
2025-09-05 13:41:12,NA,sg,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,sg,2,BE am,2025-08-21,EK
2025-09-05 13:41:12,NA,sg,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,it,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,it,2,BE am,2025-08-12,LK
2025-09-05 13:41:12,NA,it,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,se,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,se,2,BE am,2025-08-19,LK
2025-09-05 13:41:12,NA,se,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,com.mx,1,Kontrolle,2025-08-27,LK
2025-09-05 13:41:12,NA,se,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,se,2,BE am,2025-08-19,LK
2025-09-05 13:41:12,NA,se,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,it,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,it,2,BE am,2025-08-12,LK
2025-09-05 13:41:12,NA,it,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,se,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,se,2,BE am,2025-08-19,LK
2025-09-05 13:41:12,NA,se,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NH,de,4,C am,2025-08-18,HI
2025-09-05 13:41:12,NH,de,5,Reopen C2 am,2025-08-27,JHU
2025-09-05 13:41:12,NA,nl,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,nl,2,BE am,2025-08-12,LK
2025-09-05 13:41:12,NA,nl,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NH,de,4,C am,2025-08-21,HI
2025-09-05 13:41:12,NH,de,5,Reopen C2 am,2025-08-27,JHU
2025-09-05 13:41:12,NA,sg,1,Kontrolle,2025-08-27,LK
2025-09-05 13:41:12,NA,nl,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,nl,2,BE am,2025-08-12,LK
2025-09-05 13:41:12,NA,nl,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-27,LK
2025-09-05 13:41:12,NA,ca,2,BE am,2025-08-05,HI
2025-09-05 13:41:12,NA,ca,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,co.uk,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,co.uk,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,fr,2,BE am,2025-08-20,SM
2025-09-05 13:41:12,NA,fr,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,it,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,it,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,sg,2,BE am,2025-08-21,EK
2025-09-05 13:41:12,NA,sg,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,pl,2,BE am,2025-08-12,LK
2025-09-05 13:41:12,NA,pl,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,it,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,it,2,BE am,2025-08-12,LK
2025-09-05 13:41:12,NA,it,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,sg,1,Kontrolle,2025-08-27,LK
2025-09-05 13:41:12,NA,sg,1,Kontrolle,2025-08-27,LK
2025-09-05 13:41:12,NA,pl,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,pl,2,BE am,2025-08-12,LK
2025-09-05 13:41:12,NA,pl,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,it,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,it,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,it,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,it,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,es,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,es,2,BE am,2025-08-12,DM
2025-09-05 13:41:12,NA,es,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,pl,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,pl,2,BE am,2025-08-12,LK
2025-09-05 13:41:12,NA,pl,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,se,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,se,2,BE am,2025-08-19,LK
2025-09-05 13:41:12,NA,se,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,com.mx,1,Kontrolle,2025-08-27,LK
2025-09-05 13:41:12,NA,sg,1,Kontrolle,2025-08-27,LK
2025-09-05 13:41:12,NA,sg,2,BE am,2025-08-25,SM
2025-09-05 13:41:12,NA,sg,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,sg,1,Kontrolle,2025-08-27,LK
2025-09-05 13:41:12,NA,se,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,fr,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,it,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,se,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,com.mx,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,es,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,it,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,nl,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,se,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,it,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,fr,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,sg,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,se,1,Kontrolle,2025-08-08,DM
2025-09-05 13:41:12,NA,se,2,BE am,2025-08-19,LK
2025-09-05 13:41:12,NA,se,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,pl,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,fr,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,nl,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,sg,1,Kontrolle,2025-08-27,LK
2025-09-05 13:41:12,NA,se,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,pl,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,nl,3,K am,2025-08-27,LK
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-07,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-04,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-05,DM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-08,DM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-27,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-27,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-27,SM
2025-09-05 13:41:12,NF,it,1,Kontrolle,2025-08-28,EK
2025-09-05 13:41:12,NH,co.uk,1,Kontrolle,2025-08-28,EK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-28,SM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-19,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-28,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-28,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-28,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-28,SM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-28,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-28,SM
2025-09-05 13:41:12,NA,de,2,BE am,2025-08-18,LK
2025-09-05 13:41:12,NA,de,3,K am,2025-08-28,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-28,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-28,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-28,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-28,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-28,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-28,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-28,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-28,SM
2025-09-05 13:41:12,NA,de,3,K am,2025-08-28,SM
2025-09-05 13:41:12,NA,de,1,Kontrolle,2025-08-28,SM
2025-09-05 13:41:12,NA,es,1,Kontrolle,2025-08-28,LK
